contract_id,date,department,vendor_name,amount,category,description,budget,bidders_count
C1143,2024-06-11,Education,QuickOffice Supplies,9983391,Construction,Purchase of 374 furniture for government offices,10623172,3
C1144,2024-10-27,Urban Development,DataSystems India,1002004,Construction,Purchase of 298 desks for government offices,986460,4
C1145,2024-04-11,Health,EduSupply Solutions,542624,Maintenance,Purchase of 51 vehicles for government offices,575957,4
C1146,2024-11-08,Transport,Urban Builders,811643,Vehicles,Purchase of 244 furniture for government offices,843652,7
C1147,2024-09-04,Urban Development,GreenTech Industries,1063366,Furniture,Purchase of 392 vehicles for government offices,1126412,5
C1148,2024-11-02,Agriculture,QuickOffice Supplies,4443125,Furniture,Purchase of 264 vehicles for government offices,4347424,5
C1149,2024-02-29,Urban Development,SmartCity Developers,1996367,Infrastructure,Purchase of 410 desks for government offices,1986754,6
C1150,2024-11-03,Education,HealthFirst Products,808688,Vehicles,Purchase of 485 vehicles for government offices,796420,4
C1151,2024-05-13,IT Department,EduSupply Solutions,4587067,Office Supplies,Purchase of 183 laptops for government offices,4621257,6
C1152,2024-06-22,Transport,GreenTech Industries,446276,Medical Supplies,Purchase of 498 desks for government offices,447737,7
C1153,2024-11-10,Health,GreenTech Industries,981488,Vehicles,Purchase of 460 vehicles for government offices,934955,3
C1154,2024-06-29,Transport,Medicare Corporation,8190394,Maintenance,Purchase of 235 servers for government offices,7833276,4
C1155,2024-07-21,Transport,HealthFirst Products,887056,Office Supplies,Purchase of 219 vehicles for government offices,861315,5
C1156,2024-01-07,PWD,DataSystems India,1300000,Services,Critical procurement of laptops for department,734474,2
C1157,2024-01-13,PWD,SmartCity Developers,810133,Services,Purchase of 385 vehicles for government offices,848605,6
C1158,2024-02-13,PWD,BuildCo Infrastructure,25800000,Furniture,Emergency procurement of laptops for department,16240793,2
C1159,2024-04-09,Urban Development,QuickOffice Supplies,2070863,Medical Supplies,Purchase of 204 medicines for government offices,2081776,3
C1160,2024-05-15,IT Department,EduSupply Solutions,9414201,Services,Purchase of 163 vehicles for government offices,9299922,3
C1161,2024-12-25,Health,EduSupply Solutions,914722,Office Supplies,Purchase of 240 servers for government offices,987085,6
C1162,2024-10-22,IT Department,PharmaCo Enterprises,5156808,Construction,Purchase of 338 laptops for government offices,5198686,6
C1163,2024-11-18,Health,Medicare Corporation,484132,Furniture,Purchase of 353 desks for government offices,472996,6
C1164,2024-11-11,IT Department,Auto Parts Ltd,10169097,Services,Purchase of 80 vehicles for government offices,10409729,4
C1165,2024-06-21,IT Department,Digital Solutions Inc,448216,Office Supplies,Purchase of 496 laptops for government offices,458744,6
C1166,2024-10-14,Urban Development,HealthFirst Products,9499446,Maintenance,Purchase of 214 vehicles for government offices,10209356,4
C1167,2024-02-11,Health,Medicare Corporation,5048883,Office Supplies,Purchase of 132 servers for government offices,5043022,3
C1168,2024-08-12,Urban Development,Medicare Corporation,405859,Maintenance,Purchase of 370 servers for government offices,407946,4
C1169,2024-08-02,Agriculture,TechCorp Services,1670549,Construction,Purchase of 317 medicines for government offices,1803268,5
C1170,2024-03-13,IT Department,EduSupply Solutions,1040844,Infrastructure,Purchase of 315 servers for government offices,1117616,5
C1171,2024-04-17,Social Welfare,Medicare Corporation,849271,Construction,Purchase of 55 medicines for government offices,885756,6
C1172,2024-08-28,Health,ABC Technologies Pvt Ltd,900000,Infrastructure,Critical procurement of supplies for department,448946,1
C1173,2024-10-31,Transport,DataSystems India,1981806,Services,Purchase of 371 laptops for government offices,2110295,5
C1174,2024-08-06,Transport,BuildCo Infrastructure,1820364,Construction,Purchase of 337 servers for government offices,1910851,5
C1175,2024-02-22,Social Welfare,PharmaCo Enterprises,1706995,Services,Purchase of 458 servers for government offices,1746726,4
C1176,2024-11-11,PWD,Medicare Corporation,4313960,Construction,Purchase of 160 laptops for government offices,4099759,4
C1177,2024-08-31,Social Welfare,Urban Builders,1646672,Infrastructure,Purchase of 311 vehicles for government offices,1771949,4
C1178,2024-06-16,Agriculture,DataSystems India,436115,Maintenance,Purchase of 411 vehicles for government offices,436604,6
C1179,2024-06-11,Social Welfare,HealthFirst Products,10526573,Infrastructure,Purchase of 414 desks for government offices,11307611,5
C1180,2024-09-07,PWD,ABC Technologies Pvt Ltd,2011220,Vehicles,Purchase of 383 medicines for government offices,2056528,6
C1181,2024-08-26,Social Welfare,PharmaCo Enterprises,2037094,Construction,Purchase of 498 desks for government offices,1991852,7
C1182,2024-01-06,Agriculture,PrimeVendor Corporation,1915601,Services,Purchase of 218 laptops for government offices,1821219,5
C1183,2024-09-14,IT Department,DataSystems India,8819083,IT Equipment,Purchase of 253 laptops for government offices,9120151,6
C1184,2024-10-19,Health,ABC Technologies Pvt Ltd,5495847,Vehicles,Purchase of 138 vehicles for government offices,5672764,6
C1185,2024-01-15,Health,ABC Technologies Pvt Ltd,1011691,Infrastructure,Purchase of 92 vehicles for government offices,984373,4
C1186,2024-11-22,Education,PharmaCo Enterprises,1658485,Vehicles,Purchase of 385 servers for government offices,1692866,4
C1187,2024-12-29,Social Welfare,SmartCity Developers,10166406,IT Equipment,Purchase of 390 vehicles for government offices,10142142,3
C1188,2024-02-03,IT Department,TechCorp Services,8442541,Office Supplies,Purchase of 277 laptops for government offices,8313054,4
C1189,2024-12-18,Agriculture,BuildCo Infrastructure,990589,Vehicles,Purchase of 209 medicines for government offices,1049505,3
C1190,2024-08-26,Health,Medicare Corporation,484928,Vehicles,Purchase of 96 desks for government offices,489869,3
C1191,2024-10-29,Urban Development,BuildCo Infrastructure,515008,Office Supplies,Purchase of 376 medicines for government offices,542064,4
C1192,2024-06-06,IT Department,Medicare Corporation,1024222,Services,Purchase of 77 vehicles for government offices,1071289,5
C1193,2024-03-12,IT Department,Digital Solutions Inc,4338940,Infrastructure,Purchase of 140 medicines for government offices,4228175,4
C1194,2024-05-15,Social Welfare,Medicare Corporation,4700000,Maintenance,Urgent procurement of laptops for department,2390103,2
C1195,2024-10-18,IT Department,BuildCo Infrastructure,4520382,Maintenance,Purchase of 156 medicines for government offices,4770892,5
C1196,2024-04-17,PWD,EduSupply Solutions,4391268,Construction,Purchase of 387 furniture for government offices,4697995,7
C1197,2024-08-27,Health,Urban Builders,1938261,Vehicles,Purchase of 215 furniture for government offices,2007223,3
C1198,2024-01-05,IT Department,Medicare Corporation,4502068,Infrastructure,Purchase of 145 medicines for government offices,4656149,3
C1199,2024-10-06,Social Welfare,Digital Solutions Inc,465851,Furniture,Purchase of 344 furniture for government offices,479900,7
C1200,2024-08-30,IT Department,ABC Technologies Pvt Ltd,2034023,Office Supplies,Purchase of 397 vehicles for government offices,2091224,6
C1201,2024-09-16,PWD,PrimeVendor Corporation,13300000,Services,Emergency procurement of equipment for department,9130191,2
C1202,2024-11-01,Agriculture,GreenTech Industries,8595386,IT Equipment,Purchase of 116 furniture for government offices,9252207,4
C1203,2024-02-16,PWD,QuickOffice Supplies,1040446,Construction,Purchase of 285 laptops for government offices,1050468,4
C1204,2024-06-03,PWD,Urban Builders,870855,Maintenance,Purchase of 420 desks for government offices,850330,3
C1205,2024-07-10,Social Welfare,SmartCity Developers,2000000,Infrastructure,Urgent procurement of furniture for department,1091717,2
C1206,2024-12-27,IT Department,SmartCity Developers,458136,Furniture,Purchase of 254 medicines for government offices,454189,4
C1207,2024-11-01,PWD,GreenTech Industries,452030,Office Supplies,Purchase of 63 desks for government offices,468793,7
C1208,2024-07-07,Transport,Medicare Corporation,10469714,Infrastructure,Purchase of 89 furniture for government offices,10777247,6
C1209,2024-04-06,IT Department,DataSystems India,4300000,Furniture,Critical procurement of equipment for department,2161178,1
C1210,2024-12-11,Health,EduSupply Solutions,439152,Medical Supplies,Purchase of 133 vehicles for government offices,471716,4
C1211,2024-06-26,PWD,TechCorp Services,498380,Maintenance,Purchase of 132 medicines for government offices,499666,3
C1212,2024-07-15,IT Department,Auto Parts Ltd,472920,Services,Purchase of 266 laptops for government offices,508289,6
C1213,2024-11-20,PWD,Auto Parts Ltd,11200000,Maintenance,Immediate procurement of laptops for department,7145693,1
C1214,2024-07-15,Urban Development,Auto Parts Ltd,422558,IT Equipment,Purchase of 182 desks for government offices,419948,7
C1215,2024-08-25,Agriculture,DataSystems India,530184,Furniture,Purchase of 356 furniture for government offices,535397,3
C1216,2024-06-21,Urban Development,PharmaCo Enterprises,481412,Services,Purchase of 263 laptops for government offices,468526,5
C1217,2024-11-21,Health,HealthFirst Products,1000000,Medical Supplies,Urgent procurement of equipment for department,418353,2
C1218,2024-03-05,Transport,PrimeVendor Corporation,4646650,Maintenance,Purchase of 402 servers for government offices,4580251,6
C1219,2024-10-18,Health,Auto Parts Ltd,448988,Maintenance,Purchase of 420 furniture for government offices,428773,7
C1220,2024-02-10,Health,SmartCity Developers,1853517,Furniture,Purchase of 419 furniture for government offices,1766234,5
C1221,2024-02-29,Education,PharmaCo Enterprises,8782927,Infrastructure,Purchase of 326 desks for government offices,8689970,7
C1222,2024-04-20,Education,TechCorp Services,4412180,Furniture,Purchase of 191 servers for government offices,4586691,4
C1223,2024-04-02,IT Department,DataSystems India,1603030,Infrastructure,Purchase of 386 desks for government offices,1566044,6
C1224,2024-11-02,IT Department,Digital Solutions Inc,1658288,Infrastructure,Purchase of 163 laptops for government offices,1623840,5
C1225,2024-10-28,Agriculture,PharmaCo Enterprises,8986256,Vehicles,Purchase of 56 medicines for government offices,8991424,7
C1226,2024-08-15,Education,Urban Builders,4315956,Medical Supplies,Purchase of 180 vehicles for government offices,4491633,6
C1227,2024-11-19,IT Department,GreenTech Industries,1649855,Vehicles,Purchase of 239 medicines for government offices,1727796,7
C1228,2024-08-19,Social Welfare,Auto Parts Ltd,423385,IT Equipment,Purchase of 230 servers for government offices,434410,7
C1229,2024-05-25,Health,BuildCo Infrastructure,5484520,Furniture,Purchase of 117 vehicles for government offices,5477867,7
C1230,2024-04-21,Social Welfare,HealthFirst Products,485611,Furniture,Purchase of 442 furniture for government offices,472606,4
C1231,2024-06-29,Agriculture,HealthFirst Products,5350688,Maintenance,Purchase of 372 laptops for government offices,5277139,5
C1232,2024-09-29,Social Welfare,DataSystems India,4742249,IT Equipment,Purchase of 130 desks for government offices,4791135,6
C1233,2024-09-29,Social Welfare,Auto Parts Ltd,4984285,Furniture,Purchase of 246 servers for government offices,5177853,3
C1234,2024-04-06,Social Welfare,ABC Technologies Pvt Ltd,8672577,Vehicles,Purchase of 91 servers for government offices,8926352,7
C1235,2024-11-08,Social Welfare,HealthFirst Products,9876485,Maintenance,Purchase of 61 furniture for government offices,10261343,5
C1236,2024-04-08,Transport,PharmaCo Enterprises,937330,Construction,Purchase of 139 vehicles for government offices,978570,4
C1237,2024-05-30,PWD,EduSupply Solutions,900000,Maintenance,Critical procurement of equipment for department,487347,1
C1238,2024-11-24,Health,ABC Technologies Pvt Ltd,27500000,IT Equipment,Urgent procurement of furniture for department,18239782,1
C1239,2024-12-15,IT Department,PrimeVendor Corporation,10986603,Maintenance,Purchase of 450 vehicles for government offices,11668672,3
C1240,2024-03-02,Education,DataSystems India,9941268,Furniture,Purchase of 274 vehicles for government offices,10134548,3
C1241,2024-01-21,IT Department,GreenTech Industries,9887804,Medical Supplies,Purchase of 103 desks for government offices,9959055,3
C1242,2024-03-27,Health,PharmaCo Enterprises,1685170,Medical Supplies,Purchase of 157 medicines for government offices,1654161,6
C1243,2024-08-22,Urban Development,PharmaCo Enterprises,5128753,Infrastructure,Purchase of 201 furniture for government offices,5377022,5
C1244,2024-12-24,Education,QuickOffice Supplies,1956656,Vehicles,Purchase of 317 medicines for government offices,2052477,4
C1245,2024-10-15,Urban Development,Digital Solutions Inc,1783997,Infrastructure,Purchase of 374 medicines for government offices,1860813,7
C1246,2024-12-10,Transport,ABC Technologies Pvt Ltd,843957,Office Supplies,Purchase of 181 furniture for government offices,833832,6
C1247,2024-10-25,Social Welfare,EduSupply Solutions,8036200,Construction,Purchase of 431 servers for government offices,8014832,7
C1248,2024-06-25,PWD,SmartCity Developers,10557831,Maintenance,Purchase of 243 vehicles for government offices,10461316,5
C1249,2024-09-03,Transport,QuickOffice Supplies,4021348,Construction,Purchase of 165 medicines for government offices,4315321,5
C1250,2024-05-22,Education,SmartCity Developers,497499,Maintenance,Purchase of 341 furniture for government offices,495680,6
C1251,2024-04-26,Health,DataSystems India,1998546,Maintenance,Purchase of 218 servers for government offices,2002151,3
C1252,2024-09-30,Transport,QuickOffice Supplies,10617846,Services,Purchase of 278 servers for government offices,11426467,3
C1253,2024-04-03,IT Department,HealthFirst Products,868501,Services,Purchase of 70 servers for government offices,906071,4
C1254,2024-02-16,Transport,QuickOffice Supplies,535921,Infrastructure,Purchase of 81 desks for government offices,518359,5
C1255,2024-08-25,Urban Development,BuildCo Infrastructure,900000,Infrastructure,Critical procurement of laptops for department,583764,1
C1256,2024-04-11,Urban Development,GreenTech Industries,18200000,Office Supplies,Critical procurement of laptops for department,9953883,1
C1257,2024-10-28,IT Department,EduSupply Solutions,10266629,Construction,Purchase of 436 vehicles for government offices,11077599,5
C1258,2024-06-17,Transport,PharmaCo Enterprises,8851267,Services,Purchase of 494 servers for government offices,9151204,5
C1259,2024-12-13,Agriculture,PrimeVendor Corporation,1975553,Maintenance,Purchase of 299 laptops for government offices,1905403,4
C1260,2024-08-28,Agriculture,Urban Builders,819667,Maintenance,Purchase of 98 vehicles for government offices,824717,5
C1261,2024-04-03,Urban Development,BuildCo Infrastructure,514427,Services,Purchase of 206 medicines for government offices,502964,7
C1262,2024-11-08,PWD,TechCorp Services,897129,Construction,Purchase of 452 desks for government offices,874653,6
C1263,2024-06-15,Urban Development,PrimeVendor Corporation,4980235,Services,Purchase of 167 medicines for government offices,5241883,5
C1264,2024-07-08,Social Welfare,TechCorp Services,2036025,Furniture,Purchase of 280 medicines for government offices,2153707,5
C1265,2024-08-01,Education,SmartCity Developers,7900000,Office Supplies,Critical procurement of supplies for department,4136564,1
C1266,2024-04-16,Agriculture,HealthFirst Products,1776878,Maintenance,Purchase of 268 vehicles for government offices,1774304,5
C1267,2024-04-12,PWD,PharmaCo Enterprises,9508830,Infrastructure,Purchase of 88 desks for government offices,10092029,3
C1268,2024-10-30,Social Welfare,ABC Technologies Pvt Ltd,517184,Medical Supplies,Purchase of 177 medicines for government offices,517550,6
C1269,2024-01-29,PWD,PrimeVendor Corporation,1922737,Medical Supplies,Purchase of 106 vehicles for government offices,1936111,5
C1270,2024-06-15,Transport,HealthFirst Products,5236466,Medical Supplies,Purchase of 203 servers for government offices,5569576,7
C1271,2024-08-12,Education,Medicare Corporation,9639755,Medical Supplies,Purchase of 321 medicines for government offices,9985723,7
C1272,2024-12-24,PWD,PharmaCo Enterprises,2174320,Infrastructure,Purchase of 432 desks for government offices,2167709,6
C1273,2024-04-26,Education,Medicare Corporation,1719391,Medical Supplies,Purchase of 180 servers for government offices,1850558,5
C1274,2024-11-24,Agriculture,ABC Technologies Pvt Ltd,5209097,Furniture,Purchase of 80 servers for government offices,5489099,7
C1275,2024-01-17,Health,Digital Solutions Inc,2074082,Medical Supplies,Purchase of 220 furniture for government offices,2103038,7
C1276,2024-10-16,Transport,GreenTech Industries,26700000,Medical Supplies,Critical procurement of vehicles for department,14944353,1
C1277,2024-12-16,Health,Medicare Corporation,1879429,Vehicles,Purchase of 383 medicines for government offices,2002750,4
C1278,2024-08-20,Social Welfare,ABC Technologies Pvt Ltd,5334095,IT Equipment,Purchase of 53 servers for government offices,5345779,5
C1279,2024-04-25,Transport,GreenTech Industries,877655,Vehicles,Purchase of 322 vehicles for government offices,859202,5
C1280,2024-10-22,Education,GreenTech Industries,861843,Construction,Purchase of 323 servers for government offices,839095,3
C1281,2024-10-03,Transport,DataSystems India,449119,Construction,Purchase of 386 desks for government offices,445074,4
C1282,2024-08-05,Urban Development,BuildCo Infrastructure,1080890,Furniture,Purchase of 63 desks for government offices,1057370,5
C1283,2024-01-14,Social Welfare,TechCorp Services,914124,Medical Supplies,Purchase of 151 desks for government offices,921515,6
C1284,2024-02-17,Health,EduSupply Solutions,10739849,Vehicles,Purchase of 133 desks for government offices,11214414,3
C1285,2024-06-11,Health,EduSupply Solutions,1095545,IT Equipment,Purchase of 294 medicines for government offices,1154674,5
C1286,2024-01-04,Health,Auto Parts Ltd,4600462,Services,Purchase of 234 medicines for government offices,4883271,5
C1287,2024-04-27,Agriculture,ABC Technologies Pvt Ltd,497564,Construction,Purchase of 58 medicines for government offices,525090,6
C1288,2024-05-07,Education,TechCorp Services,419192,Office Supplies,Purchase of 440 laptops for government offices,406720,6
C1289,2024-12-04,PWD,Digital Solutions Inc,9244629,Construction,Purchase of 139 servers for government offices,8971660,4
C1290,2024-07-05,Agriculture,PrimeVendor Corporation,517983,Services,Purchase of 206 vehicles for government offices,494102,4
C1291,2024-11-14,Social Welfare,ABC Technologies Pvt Ltd,449737,Maintenance,Purchase of 426 desks for government offices,479215,3
C1292,2024-07-12,Social Welfare,BuildCo Infrastructure,8509220,Medical Supplies,Purchase of 164 laptops for government offices,8194506,5
C1293,2024-08-31,Education,DataSystems India,5284210,Infrastructure,Purchase of 488 servers for government offices,5388702,4
C1294,2024-08-28,Health,EduSupply Solutions,1676919,Infrastructure,Purchase of 364 furniture for government offices,1736162,5
C1295,2024-10-19,Health,Digital Solutions Inc,954420,Medical Supplies,Purchase of 165 furniture for government offices,1006634,4
C1296,2024-07-25,IT Department,PharmaCo Enterprises,8315684,Infrastructure,Purchase of 423 furniture for government offices,8144456,4
C1297,2024-12-08,Agriculture,Urban Builders,9731501,Construction,Purchase of 217 vehicles for government offices,10362742,4
C1298,2024-10-23,PWD,ABC Technologies Pvt Ltd,512190,Construction,Purchase of 456 desks for government offices,539833,3
C1299,2024-11-20,Transport,Urban Builders,1700000,Furniture,Critical procurement of supplies for department,865766,2
C1300,2024-08-19,Agriculture,PharmaCo Enterprises,4931968,Construction,Purchase of 431 medicines for government offices,5035363,3
C1301,2024-05-10,IT Department,BuildCo Infrastructure,5158011,Vehicles,Purchase of 392 medicines for government offices,5206089,3
C1302,2024-08-06,Health,HealthFirst Products,8378684,Services,Purchase of 474 laptops for government offices,8207140,6
C1303,2024-03-05,PWD,Auto Parts Ltd,1871538,Maintenance,Purchase of 493 servers for government offices,1912578,3
C1304,2024-04-09,PWD,TechCorp Services,1032773,Maintenance,Purchase of 319 servers for government offices,1007808,5
C1305,2024-09-25,Health,Urban Builders,20400000,Construction,Immediate procurement of equipment for department,9588883,1
C1306,2024-11-21,Social Welfare,SmartCity Developers,8678772,Office Supplies,Purchase of 326 servers for government offices,9294829,4
C1307,2024-05-22,Agriculture,Medicare Corporation,9700000,Services,Critical procurement of furniture for department,6517684,2
C1308,2024-01-01,PWD,Medicare Corporation,25000000,Infrastructure,Emergency procurement of furniture for department,11575747,1
C1309,2024-03-23,Transport,QuickOffice Supplies,917371,Vehicles,Purchase of 250 servers for government offices,890517,6
C1310,2024-02-06,Transport,EduSupply Solutions,1684264,Construction,Purchase of 394 desks for government offices,1687947,7
C1311,2024-12-10,Urban Development,QuickOffice Supplies,1606461,Infrastructure,Purchase of 318 laptops for government offices,1550633,5
C1312,2024-06-01,Agriculture,PrimeVendor Corporation,10228735,Services,Purchase of 500 furniture for government offices,10321486,3
C1313,2024-01-21,Urban Development,GreenTech Industries,1667702,Services,Purchase of 136 furniture for government offices,1685460,7
C1314,2024-04-25,Transport,SmartCity Developers,549640,Infrastructure,Purchase of 492 medicines for government offices,565266,7
C1315,2024-12-25,IT Department,PrimeVendor Corporation,4084978,Services,Purchase of 481 furniture for government offices,3936590,5
C1316,2024-11-23,Health,Digital Solutions Inc,5000467,Infrastructure,Purchase of 92 laptops for government offices,4913770,5
C1317,2024-05-04,Urban Development,HealthFirst Products,977325,Furniture,Purchase of 449 furniture for government offices,1013028,3
C1318,2024-11-06,Health,GreenTech Industries,4063151,Office Supplies,Purchase of 344 laptops for government offices,3916933,3
C1319,2024-07-03,Urban Development,SmartCity Developers,9265487,Infrastructure,Purchase of 227 furniture for government offices,9276483,3
C1320,2024-10-20,Transport,TechCorp Services,541029,Construction,Purchase of 392 laptops for government offices,571170,6
C1321,2024-01-13,IT Department,PharmaCo Enterprises,1659282,Vehicles,Purchase of 423 vehicles for government offices,1774912,3
C1322,2024-06-29,IT Department,GreenTech Industries,882989,Construction,Purchase of 284 furniture for government offices,928800,5
C1323,2024-04-17,Urban Development,SmartCity Developers,9944860,Medical Supplies,Purchase of 449 desks for government offices,10405223,5
C1324,2024-06-19,Health,PrimeVendor Corporation,10219577,Medical Supplies,Purchase of 212 medicines for government offices,10819574,4
C1325,2024-11-23,Urban Development,PharmaCo Enterprises,9491578,Vehicles,Purchase of 153 medicines for government offices,9246742,6
C1326,2024-08-12,IT Department,PrimeVendor Corporation,1087792,Maintenance,Purchase of 147 servers for government offices,1079044,3
C1327,2024-12-24,Health,QuickOffice Supplies,2054062,Medical Supplies,Purchase of 366 furniture for government offices,2095087,6
C1328,2024-02-16,Social Welfare,Medicare Corporation,5278313,Furniture,Purchase of 322 medicines for government offices,5114418,5
C1329,2024-02-23,Education,QuickOffice Supplies,1968052,Maintenance,Purchase of 165 vehicles for government offices,2118011,5
C1330,2024-03-20,Urban Development,Urban Builders,1615815,Office Supplies,Purchase of 175 desks for government offices,1582175,4
C1331,2024-03-15,Transport,Auto Parts Ltd,2900000,Construction,Critical procurement of furniture for department,1936867,2
C1332,2024-09-22,IT Department,Auto Parts Ltd,10665812,Vehicles,Purchase of 411 medicines for government offices,11490141,5
C1333,2024-07-05,Transport,GreenTech Industries,896046,Maintenance,Purchase of 214 furniture for government offices,892837,4
C1334,2024-10-23,Transport,Digital Solutions Inc,10125061,Vehicles,Purchase of 463 servers for government offices,10323479,3
C1335,2024-12-25,Urban Development,TechCorp Services,10463232,Infrastructure,Purchase of 344 laptops for government offices,10244710,5
C1336,2024-09-11,Education,PrimeVendor Corporation,542974,Vehicles,Purchase of 279 servers for government offices,527919,7
C1337,2024-09-01,Education,Digital Solutions Inc,819133,Infrastructure,Purchase of 341 medicines for government offices,815916,5
C1338,2024-08-08,IT Department,PharmaCo Enterprises,1095861,Office Supplies,Purchase of 208 servers for government offices,1071726,6
C1339,2024-10-18,Agriculture,SmartCity Developers,10838803,IT Equipment,Purchase of 398 servers for government offices,10500093,7
C1340,2024-11-08,Social Welfare,Digital Solutions Inc,4700000,Construction,Emergency procurement of vehicles for department,3011640,1
C1341,2024-04-09,Urban Development,Digital Solutions Inc,10321202,Medical Supplies,Purchase of 65 furniture for government offices,11132930,4
C1342,2024-06-18,Urban Development,Medicare Corporation,11800000,Vehicles,Critical procurement of furniture for department,8083003,2
C1343,2024-04-03,PWD,DataSystems India,3500000,Furniture,Critical procurement of laptops for department,1868933,1
C1344,2024-04-12,Education,HealthFirst Products,450958,IT Equipment,Purchase of 181 laptops for government offices,472484,7
C1345,2024-12-15,Social Welfare,DataSystems India,800518,IT Equipment,Purchase of 52 medicines for government offices,863011,3
C1346,2024-10-17,Transport,PharmaCo Enterprises,543356,Medical Supplies,Purchase of 305 desks for government offices,529501,7
C1347,2024-12-15,PWD,SmartCity Developers,9122504,Infrastructure,Purchase of 411 desks for government offices,8876202,6
C1348,2024-01-16,IT Department,BuildCo Infrastructure,10664700,Vehicles,Purchase of 463 medicines for government offices,11231786,3
C1349,2024-12-15,Agriculture,EduSupply Solutions,8502155,Maintenance,Purchase of 358 desks for government offices,8187267,4
C1350,2024-07-18,Transport,SmartCity Developers,500305,Infrastructure,Purchase of 237 desks for government offices,479547,4
C1351,2024-04-06,Health,SmartCity Developers,453748,Maintenance,Purchase of 465 furniture for government offices,485128,6
C1352,2024-02-16,Transport,DataSystems India,2147120,Vehicles,Purchase of 317 vehicles for government offices,2196910,7
C1353,2024-03-10,Health,EduSupply Solutions,887887,IT Equipment,Purchase of 272 vehicles for government offices,915788,6
C1354,2024-09-08,Education,QuickOffice Supplies,22200000,Medical Supplies,Immediate procurement of laptops for department,11501273,2
C1355,2024-06-06,Education,DataSystems India,9628361,Furniture,Purchase of 323 laptops for government offices,9949189,3
C1356,2024-04-06,PWD,HealthFirst Products,8157305,Vehicles,Purchase of 428 servers for government offices,8624728,6
C1357,2024-12-14,Health,Digital Solutions Inc,829595,Office Supplies,Purchase of 414 medicines for government offices,890566,4
C1358,2024-09-10,IT Department,ABC Technologies Pvt Ltd,8046778,Office Supplies,Purchase of 402 laptops for government offices,8609016,4
C1359,2024-12-03,Education,Medicare Corporation,2190641,Construction,Purchase of 240 vehicles for government offices,2362214,4
C1360,2024-11-02,IT Department,QuickOffice Supplies,2129166,Services,Purchase of 413 furniture for government offices,2139746,7
C1361,2024-07-28,IT Department,TechCorp Services,5235332,IT Equipment,Purchase of 468 vehicles for government offices,5230238,4
C1362,2024-11-16,Health,BuildCo Infrastructure,504400,Construction,Purchase of 86 furniture for government offices,508630,4
C1363,2024-09-07,IT Department,DataSystems India,19900000,Services,Critical procurement of supplies for department,13600007,1
C1364,2024-02-25,Transport,Medicare Corporation,5234316,Maintenance,Purchase of 334 vehicles for government offices,5574145,3
C1365,2024-01-19,Health,QuickOffice Supplies,416710,Furniture,Purchase of 144 laptops for government offices,397934,6
C1366,2024-11-11,Transport,Digital Solutions Inc,932607,Vehicles,Purchase of 442 desks for government offices,979224,7
C1367,2024-01-23,Transport,PrimeVendor Corporation,902404,IT Equipment,Purchase of 229 vehicles for government offices,968779,4
C1368,2024-07-19,Urban Development,ABC Technologies Pvt Ltd,1903356,Infrastructure,Purchase of 221 furniture for government offices,1863919,4
C1369,2024-02-05,Education,BuildCo Infrastructure,9585669,Medical Supplies,Purchase of 330 medicines for government offices,9800300,4
C1370,2024-07-28,PWD,PrimeVendor Corporation,492787,Medical Supplies,Purchase of 239 laptops for government offices,479032,5
C1371,2024-12-16,Health,SmartCity Developers,4005131,Office Supplies,Purchase of 443 servers for government offices,3835290,6
C1372,2024-11-17,Social Welfare,EduSupply Solutions,16100000,Office Supplies,Critical procurement of supplies for department,9579275,2
C1373,2024-12-15,Urban Development,HealthFirst Products,1807087,Vehicles,Purchase of 295 desks for government offices,1948829,6
C1374,2024-04-24,Education,Auto Parts Ltd,1088911,Services,Purchase of 132 medicines for government offices,1089454,5
C1375,2024-03-14,Agriculture,QuickOffice Supplies,12800000,Furniture,Critical procurement of equipment for department,7216308,1
C1376,2024-08-03,Agriculture,PharmaCo Enterprises,5100173,Furniture,Purchase of 287 medicines for government offices,5139475,6
C1377,2024-03-09,Agriculture,PrimeVendor Corporation,873802,Infrastructure,Purchase of 149 furniture for government offices,911058,7
C1378,2024-10-07,Health,HealthFirst Products,4562224,Infrastructure,Purchase of 122 vehicles for government offices,4516131,6
C1379,2024-06-02,Social Welfare,PrimeVendor Corporation,9236353,Maintenance,Purchase of 332 desks for government offices,9013971,5
C1380,2024-08-09,IT Department,Digital Solutions Inc,4035753,Construction,Purchase of 391 desks for government offices,3942280,7
C1381,2024-11-24,PWD,GreenTech Industries,845204,Infrastructure,Purchase of 494 furniture for government offices,837718,4
C1382,2024-06-10,Health,BuildCo Infrastructure,9591764,IT Equipment,Purchase of 396 laptops for government offices,9895354,3
C1383,2024-01-05,PWD,QuickOffice Supplies,449726,Services,Purchase of 153 furniture for government offices,432498,5
C1384,2024-02-03,PWD,DataSystems India,1950069,Services,Purchase of 223 furniture for government offices,2062535,6
C1385,2024-02-21,Social Welfare,Medicare Corporation,1070245,Maintenance,Purchase of 110 servers for government offices,1037883,6
C1386,2024-10-09,Urban Development,BuildCo Infrastructure,2013978,IT Equipment,Purchase of 389 desks for government offices,2149870,3
C1387,2024-03-10,Agriculture,PrimeVendor Corporation,4569054,Infrastructure,Purchase of 350 furniture for government offices,4441849,3
C1388,2024-10-26,Health,PrimeVendor Corporation,5340982,Vehicles,Purchase of 226 medicines for government offices,5747636,7
